index,title,author,litres mark,litres votes,livelib mark,livelib votes,path
375,Гражданин Преисподней. Дисбат, Юрий Брайдер & Николай Чадович,4.6,27084,4.6,17815,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Гражданин Преисподней. Дисбат - Юрий Брайдер & Николай Чадович.txt
376,ГоТМ. Книга 2, Вячеслав Васильев & Денис Росс,4.4, 8,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/ГоТМ. Книга 2 - Вячеслав Васильев & Денис Росс.txt
377,КвазаРазмерность. Книга 1, Виталий Вавикин,4.5,58,4.5,4764,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/КвазаРазмерность. Книга 1 - Виталий Вавикин.txt
378,Проклятие Первого Десмода, Андрей Вичурин,5.0,2,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Проклятие Первого Десмода - Андрей Вичурин.txt
379,Бездна. Хроники другого мира, Александр Нагорный,3.5,88,4.0,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Бездна. Хроники другого мира - Александр Нагорный.txt
380,Эволюция 2. Стая, Иван Владимирович Магазинников,4.3,1118,4.3,2085,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Эволюция 2. Стая - Иван Владимирович Магазинников.txt
381,Одиночка. Охотник за головами, Константин Георгиевич Калбазов,4.5,150,3.7,30,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Одиночка. Охотник за головами - Константин Георгиевич Калбазов.txt
382,Чужая планета, Евгений Гуляковский,4.7,25,4.0,45,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Чужая планета - Евгений Гуляковский.txt
383,Иванов. Терра. Мир войны 2. Рыцарь, Неизвестный,4.7,966,4.6,1939,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Иванов. Терра. Мир войны 2. Рыцарь - Неизвестный.txt
384,Афоризмы и мысли об истории, Василий Осипович Ключевский,4.5,8,4.0,1,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Афоризмы и мысли об истории - Василий Осипович Ключевский.txt
385,Уровни реальности, Антон Емельянов & Сергей Савинов,4.6,74,3.8,17,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Уровни реальности - Антон Емельянов & Сергей Савинов.txt
386,Чужими тропами, Андрей Петров,3.4,29,1.8,4,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Чужими тропами - Андрей Петров.txt
387,Конец Распутина. Мемуары, Феликс Юсупов,4.1,85,4.5,6,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Конец Распутина. Мемуары - Феликс Юсупов.txt
388,Ездовой гном. Сила, Михаил Владимирович Уткин,4.6,97,4.4,13,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Ездовой гном. Сила - Михаил Владимирович Уткин.txt
389,Горизонты развития. Нуб, Александр Демьянов,3.9,7,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Горизонты развития. Нуб - Александр Демьянов.txt
390,Океанский патруль. Том 2, Валентин Саввич Пикуль,4.9,72,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Океанский патруль. Том 2 - Валентин Саввич Пикуль.txt
391,Алхимик, Алекс Каменев,4.2,58,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Алхимик - Алекс Каменев.txt
392,Я – другой 4, Денис Деев,4.7,28,4.5,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Я – другой 4 - Денис Деев.txt
393,Рандом. Дилогия, Silvan,4.6,338,4.0,302,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Рандом. Дилогия - Silvan.txt
394,Reality. Начало пути, Андрей Александрович Павлов,4.5,4,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Reality. Начало пути - Андрей Александрович Павлов.txt
395,Рарог. Мир Теллуры, Даниил Конюченко,2.0,1,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Рарог. Мир Теллуры - Даниил Конюченко.txt
396,Проект Данте. Врата Ада, Сергей Извольский,4.5,1550,4.3,243,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Проект Данте. Врата Ада - Сергей Извольский.txt
397,Выбор великого демона, Георгий Смородинский,4.7,589,4.4,114,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Выбор великого демона - Георгий Смородинский.txt
398,Скрижаль Невозможности. Дилогия, Михаил Мэйдж,4.0,185,3.7,6,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Скрижаль Невозможности. Дилогия - Михаил Мэйдж.txt
399,Осознание, Дмитрий Султанов,4.0,86,3.0,4,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Осознание - Дмитрий Султанов.txt
400,Ник. Чародей. Том 2, Анджей Ясинский,4.6,247,4.4,208,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Ник. Чародей. Том 2 - Анджей Ясинский.txt
401,"Играть, чтобы жить. Книги 1",Дмитрий Рус,4.6,887,None,None,"/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Играть, чтобы жить. Книги 1-7 - Дмитрий Рус.txt"
402,Три данжа, Серж Винтеркей,4.8,1624,4.1,47,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Три данжа - Серж Винтеркей.txt
403,МагоИскин. Том 3, Евгений Хван,4.4,83,3.8,11,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/МагоИскин. Том 3 - Евгений Хван.txt
404,Сотворенный. Том 1., Тай Мураз,5.0,7,3.5,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Сотворенный. Том 1. - Тай Мураз.txt
405,Ник. Землянин. Том 2, Анджей Ясинский,3.9,1032,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Ник. Землянин. Том 2 - Анджей Ясинский.txt
406,Колонизация. Творцы истории., Торк Вемада,4.4,73,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Колонизация. Творцы истории. - Торк Вемада.txt
407,Скрижаль невозможности. Рождение ассасина, Михаил Мэйдж,4.0,185,3.7,6,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Скрижаль невозможности. Рождение ассасина - Михаил Мэйдж.txt
408,Император по случаю. Книга первая, Юрий Николаевич Москаленко,3.9,269,3.5,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Император по случаю. Книга первая - Юрий Николаевич Москаленко.txt
409,Париж интимный (сборник), Александр Иванович Куприн,4.4,13,4.2,16,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Париж интимный (сборник) - Александр Иванович Куприн.txt
410,Трибут, Роман Прокофьев,4.9,738,4.6,69,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Трибут - Роман Прокофьев.txt
411,Преторианец. Жестокие звезды Книга 2, Д,4.1,46,4.0,6,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Преторианец. Жестокие звезды Книга 2 - Д. К. Баймышев.txt
412,Проект Работяга, Алексей Осадчук,4.7,617,4.2,217,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Проект Работяга - Алексей Осадчук.txt
413,Тень хранителя, Алексей Байкалов,4.0,34,2.5,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Тень хранителя - Алексей Байкалов.txt
414,Хроники Мидгарда. Нуб детектед, Альтс Геймер,3.8,20,3.7,6,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Хроники Мидгарда. Нуб детектед - Альтс Геймер.txt
415,Демонический рубеж, Серж Винтеркей,4.9,1239,4.2,18,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Демонический рубеж - Серж Винтеркей.txt
416,Притяжение, Евгений Катрич,4.0,20,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Притяжение - Евгений Катрич.txt
417,Землянин, Роман Валерьевич Злотников,4.5,1017,4.3,202,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Землянин - Роман Валерьевич Злотников.txt
